"Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","State","Federation","ParentFederation","Date","MeetCountry","MeetState","MeetTown","MeetName","Sanctioned"
"Voytek Klos","M","SBD","Raw",20.5,"20-23","19-23","MR-C",97.02,"100",210,225,230,NA,230,142.5,147.5,-150,NA,147.5,270,290,300,NA,300,677.5,"35",422.63,417.53,399.05,86.83,"Yes","USA","WI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Michael Lewis #10","M","SBD","Raw",19.5,"20-23","19-23","MR-C",78.94,"82.5",240,252.5,262.5,NA,262.5,127.5,132.5,137.5,NA,137.5,245,262.5,280,NA,280,680,"20",472.62,468.2,451.39,96.56,"Yes","USA","WI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Shelby Paradowski","F","SBD","Raw",20.5,"20-23","19-23","FR-C",65.9,"67.5",102.5,110,-115,NA,110,57.5,60,62.5,NA,62.5,-145,145,-147.5,NA,145,317.5,"60",332.4,329.73,290.98,67.55,"Yes","USA","WI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Adesh Ramdhanas","M","SBD","Raw",20.5,"20-23","19-23","MR-C",82.22,"82.5",210,222.5,232.5,NA,232.5,125,130,135,NA,135,250,-262.5,262.5,NA,262.5,630,"52",427.58,422.9,406.98,87.63,"Yes","USA","FL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Sofia Arraut","F","SBD","Raw",23.5,"24-34","24-39","FR-C",73.07,"75",142.5,-152.5,152.5,NA,152.5,72.5,77.5,-82.5,NA,77.5,135,145,152.5,NA,152.5,382.5,"26",377.77,369.73,325.53,76.87,"Yes","USA","FL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Ian Covell","M","SBD","Raw",21.5,"20-23","19-23","MR-C",96,"100",260,-270,NA,NA,260,187.5,192.5,195,NA,195,262.5,272.5,277.5,NA,277.5,732.5,"16",459.15,453.51,433.57,94.36,"Yes","USA","NH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Qasim Eissa","M","SBD","Raw",21.5,"20-23","19-23","MR-C",88.75,"90",232.5,242.5,-247.5,NA,242.5,135,-142.5,-142.5,NA,135,272.5,-277.5,-277.5,NA,272.5,650,"45",423.29,417.96,400.82,87.01,"Yes","USA","NE","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Rebecca Row","F","SBD","Raw",21,"20-23","19-23","FR-C",69.46,"75",125,135,140,NA,140,67.5,72.5,-75,NA,72.5,155,162.5,-170,NA,162.5,375,"32",380.88,375.07,330.68,77.41,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Evan Ross","M","SBD","Raw",19.5,"20-23","19-23","MR-C",88.1,"90",260,272.5,282.5,NA,282.5,157.5,-165,165,NA,165,285,302.5,-310,NA,302.5,750,"6",490.27,484.13,464.43,100.76,"Yes","USA","VA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Stacey Ngo","F","SBD","Raw",20.5,"20-23","19-23","FR-C",66.37,"67.5",120,127.5,130,NA,130,57.5,62.5,-65,NA,62.5,162.5,172.5,177.5,NA,177.5,370,"25",385.75,382.27,337.31,78.38,"Yes","USA","PA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Franchesca Inay","F","SBD","Raw",22.5,"20-23","19-23","FR-C",55.89,"56",-95,97.5,-102.5,NA,97.5,62.5,65,67.5,NA,67.5,132.5,142.5,147.5,NA,147.5,312.5,"25",362.7,368.26,325.75,74.41,"Yes","USA","PA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Gwanway Chen","M","SBD","Raw",21.5,"20-23","19-23","MR-C",59.08,"60",110,120,130,NA,130,90,95,-97.5,NA,95,165,177.5,187.5,NA,187.5,412.5,"18",352.65,356.85,348.77,68.21,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Mikel Concepcion","M","SBD","Raw",20.5,"20-23","19-23","MR-C",74.26,"75",175,187.5,197.5,NA,197.5,115,122.5,-127.5,NA,122.5,210,222.5,-237.5,NA,222.5,542.5,"60",391.69,389.26,376.28,79.5,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Cady Hwang","F","SBD","Raw",21.5,"20-23","19-23","FR-C",47.31,"48",105,112.5,-117.5,NA,112.5,75,80,-85,NA,80,112.5,-117.5,125,NA,125,317.5,"4",414.09,424.98,378.65,87.44,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Nicholas Goedde","M","SBD","Raw",19.5,"20-23","19-23","MR-C",99.03,"100",242.5,-257.5,-262.5,NA,242.5,147.5,155,162.5,NA,162.5,277.5,285,-300,NA,285,690,"30",426.51,421.59,402.73,87.57,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Lilly Keizer","F","SBD","Raw",20.5,"20-23","19-23","FR-C",50.59,"52",65,-70,-77.5,NA,65,35,37.5,-40,NA,37.5,100,105,112.5,NA,112.5,215,"30",267.16,273.75,242.93,55.61,"Yes","USA","MO","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Akhil George","M","SBD","Raw",21.5,"20-23","19-23","MR-C",66.37,"67.5",190,200,205,NA,205,120,127.5,132.5,NA,132.5,237.5,257.5,-270,NA,257.5,595,"8",464.28,465.06,451.78,92.48,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Marina Maxwell","F","SBD","Raw",18.5,"18-19","19-23","FR-C",54.81,"56",145,152.5,-158,NA,152.5,70,75,82.5,NA,82.5,142.5,150,-157.5,NA,150,385,"4",452.7,460.68,407.69,93.08,"Yes","USA","NC","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Tait Lafont","M","SBD","Raw",20.5,"20-23","19-23","MR-C",88.78,"90",220,230,235,NA,235,120,130,-132.5,NA,130,265,280,-287.5,NA,280,645,"50",419.96,414.67,397.66,86.33,"Yes","USA","LA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jordan Campbell #1","M","SBD","Raw",23.5,"24-34","24-39","MR-C",98.74,"100",247.5,255,260,NA,260,142.5,152.5,162.5,NA,162.5,270,285,292.5,NA,292.5,715,"22",442.54,437.39,417.85,90.87,"Yes","USA","LA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Walton Nguyen","M","SBD","Raw",19.5,"20-23","19-23","MR-C",63.49,"67.5",165,-175,175,NA,175,110,-115,117.5,NA,117.5,200,210,-215,NA,210,502.5,"38",405.45,407.63,396.85,79.96,"Yes","USA","CO","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Lea Connolly","F","SBD","Raw",19.5,"20-23","19-23","FR-C",67.3,"67.5",122.5,137.5,147.5,NA,147.5,57.5,62.5,65,NA,65,125,140,-147.5,NA,140,352.5,"36",364.54,360.54,318.06,74.07,"Yes","USA","WI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Elisabeth McKenna","F","SBD","Raw",21.5,"20-23","19-23","FR-C",64.57,"67.5",105,110,112.5,NA,112.5,70,-75,75,NA,75,115,122.5,130,NA,130,317.5,"59",336.44,334.74,295.48,68.39,"Yes","USA","CT","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"William Lyman","M","SBD","Single-ply",21,"20-23","19-23","M-C",104.28,"110",-290,-290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","USA","AZ","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Collin Murphy","M","SBD","Raw",22,"20-23","19-23","MR-C",80.02,"82.5",207.5,220,230,NA,230,137.5,142.5,145,NA,145,250,265,280,NA,280,655,"33",451.59,447.1,430.79,92.37,"Yes","USA","VA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Lesley Merkel","F","SBD","Raw",22.5,"20-23","19-23","FR-C",65.21,"67.5",100,105,110,NA,110,52.5,57.5,-60,NA,57.5,127.5,132.5,140,NA,140,307.5,"68",323.94,321.83,284.05,65.84,"Yes","USA","VA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Parker Blessing","M","SBD","Raw",19,"18-19","19-23","MR-C",105.93,"110",222.5,232.5,242.5,NA,242.5,140,150,152.5,NA,152.5,245,257.5,265,NA,265,660,"33",396.64,393.18,375.48,81.15,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Ryan Rudge","M","SBD","Raw",18.5,"18-19","19-23","MR-C",81.59,"82.5",210,-225,225,NA,225,150,160,-165,NA,160,210,227.5,230,NA,230,615,"61",419.24,414.76,399.29,85.87,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Eleeza Safarian","F","SBD","Raw",20.5,"20-23","19-23","FR-C",79.81,"82.5",132.5,140,142.5,NA,142.5,70,-75,75,NA,75,147.5,155,167.5,NA,167.5,385,"23",363.2,352.75,309.39,74.25,"Yes","USA","NJ","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Nolan Beck","M","SBD","Raw",21.5,"20-23","19-23","MR-C",73.1,"75",142.5,185,-187.5,NA,185,112.5,117.5,-122.5,NA,117.5,142.5,167.5,185,NA,185,487.5,"65",355.62,353.75,342.18,72.03,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Brenden Davis","M","SBD","Raw",20.5,"20-23","19-23","MR-C",109.97,"110",220,242.5,-245,NA,242.5,165,175,-177.5,NA,175,227.5,242.5,245,NA,245,662.5,"32",392.42,389.91,372.65,80.07,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Shawn Wheeler","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",96.56,"100",212.5,222.5,232.5,NA,232.5,112.5,117.5,-122.5,NA,117.5,255,-265,-265,NA,255,605,"18",378.22,373.62,357.13,64.36,"Yes","USA","TN","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Matthew Meranda","M","SBD","Raw",22.5,"20-23","19-23","MR-C",107.26,"110",225,232.5,240,NA,240,152.5,157.5,-162.5,NA,157.5,265,-270,-270,NA,265,662.5,"31",396.19,393.02,375.4,80.99,"Yes","USA","WI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Emily Ramirez #1","F","SBD","Raw",18.5,"18-19","19-23","FR-C",59.49,"60",132.5,137.5,142.5,NA,142.5,80,85,-87.5,NA,85,150,160,-167.5,NA,160,387.5,"7",431.89,434.89,384.29,88.11,"Yes","USA","IL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Samantha Magsino","F","SBD","Raw",19.5,"20-23","19-23","FR-C",59.27,"60",110,117.5,122.5,NA,122.5,62.5,67.5,-70,NA,67.5,130,135,140,NA,140,330,"30",368.67,371.43,328.23,75.24,"Yes","USA","IL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Bryan Zhou","M","SBD","Raw",19.5,"20-23","19-23","MR-C",74.18,"75",190,202.5,210,NA,210,117.5,127.5,130,NA,130,230,247.5,257.5,NA,257.5,597.5,"32",431.7,429.05,414.76,87.61,"Yes","USA","MD","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Audrey Myers","F","SBD","Raw",23,"20-23","24-39","FR-C",59.79,"60",122.5,-130,-130,NA,122.5,77.5,80,82.5,NA,82.5,157.5,167.5,172.5,NA,172.5,377.5,"13",419.4,422.02,372.89,85.54,"Yes","USA","NC","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Kamrin Rosling","F","SBD","Raw",22.5,"20-23","19-23","FR-C",58.55,"60",107.5,115,-120,NA,115,62.5,65,-70,NA,65,-120,125,137.5,NA,137.5,317.5,"38",357.49,360.78,318.87,73.02,"Yes","USA","MT","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Joseph Gorman","M","SBD","Raw",19.5,"20-23","19-23","MR-C",98.96,"100",222.5,240,250,NA,250,145,152.5,-160,NA,152.5,240,260,267.5,NA,267.5,670,"38",414.28,409.48,391.18,85.06,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Kenan Le","M","SBD","Raw",19.5,"20-23","19-23","MR-C",74.76,"75",180,190,195,NA,195,130,135,-142.5,NA,135,240,255,-257.5,NA,255,585,"42",420.55,417.78,403.73,85.43,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Shreyas Pani","M","SBD","Raw",19.5,"20-23","19-23","MR-C",59.18,"60",135,147.5,-157.5,NA,147.5,70,75,-80,NA,75,160,-175,-175,NA,160,382.5,"20",326.54,330.38,322.87,63.19,"Yes","USA","NJ","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Tyler Lester","M","SBD","Raw",21.5,"20-23","19-23","MR-C",81.17,"82.5",237.5,247.5,252.5,NA,252.5,142.5,147.5,-150,NA,147.5,242.5,255,NA,NA,255,655,"35",447.84,443.14,426.7,91.7,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Elijah Byrd","M","SBD","Raw",22.5,"20-23","19-23","MR-C",106.77,"110",230,-240,240,NA,240,-135,135,140,NA,140,242.5,257.5,-272.5,NA,257.5,637.5,"35",381.92,378.76,361.76,78.1,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Marvin Rousseau","M","SBD","Raw",23.5,"24-34","24-39","MR-C",98.21,"100",225,235,240,NA,240,147.5,157.5,165,NA,165,270,-285,-285,NA,270,675,"37",418.78,413.84,395.41,86.01,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"CassiDee Rotolo","F","SBD","Raw",21,"20-23","19-23","FR-C",65.59,"67.5",-122.5,-122.5,122.5,NA,122.5,70,72.5,75,NA,75,135,145,150,NA,150,347.5,"39",364.82,362.14,319.6,74.14,"Yes","USA","GA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Timothy Ochoa","M","SBD","Raw",19.5,"20-23","19-23","MR-C",65.7,"67.5",-197.5,197.5,-202.5,NA,197.5,127.5,135,137.5,NA,137.5,255,-262.5,-262.5,NA,255,590,"10",463.85,465.01,451.95,92.19,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jenna Perry","F","SBD","Raw",20.5,"20-23","19-23","FR-C",59.4,"60",110,-117.5,-117.5,NA,110,55,60,65,NA,65,112.5,120,-127.5,NA,120,295,"57",329.11,331.47,292.91,67.15,"Yes","USA","HI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Charlie Whapham","M","SBD","Raw",21.5,"20-23","19-23","MR-C",126.05,"140",230,240,252.5,NA,252.5,137.5,147.5,-152.5,NA,147.5,270,277.5,-285,NA,277.5,677.5,"12",382.97,385.42,368.77,77.11,"Yes","USA","OH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Avin Whitaker","M","SBD","Raw",21.5,"20-23","19-23","MR-C",108.93,"110",260,272.5,277.5,NA,277.5,145,157.5,160,NA,160,267.5,285,-290,NA,285,722.5,"15",429.5,426.48,407.5,87.7,"Yes","USA","OH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Spencer Knight","M","SBD","Raw",20.5,"20-23","19-23","MR-C",89.6,"90",227.5,240,-242.5,NA,240,145,155,-157.5,NA,155,267.5,277.5,285,NA,285,680,"30",440.68,435.1,417.08,90.6,"Yes","USA","OH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Justen Stoner","M","SBD","Raw",21.5,"20-23","19-23","MR-C",98.28,"100",215,227.5,-235,NA,227.5,167.5,175,182.5,NA,182.5,242.5,257.5,272.5,NA,272.5,682.5,"33",423.3,418.32,399.67,86.94,"Yes","USA","OH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jake Nelson","M","SBD","Raw",21.5,"20-23","19-23","MR-C",87.4,"90",205,215,-227.5,NA,215,157.5,165,-170,NA,165,250,262.5,265,NA,265,645,"48",423.39,418.14,401.27,87,"Yes","USA","MO","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"CJ Haskins","M","SBD","Raw",21.5,"20-23","19-23","MR-C",74.4,"75",192.5,205,212.5,NA,212.5,115,120,125,NA,125,227.5,237.5,250,NA,250,587.5,"41",423.66,420.99,406.92,86.01,"Yes","USA","VA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Danielle Latif","F","SBD","Raw",21.5,"20-23","19-23","FR-C",73.34,"75",115,122.5,127.5,NA,127.5,60,-65,65,NA,65,127.5,135,147.5,NA,147.5,340,"45",335.13,327.86,288.63,68.2,"Yes","USA","VA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Samantha Mahlman","F","SBD","Raw",21.5,"20-23","19-23","FR-C",66.6,"67.5",107.5,112.5,117.5,NA,117.5,55,60,62.5,NA,62.5,112.5,120,-127.5,NA,120,300,"70",312.14,309.17,272.79,63.42,"Yes","USA","OH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Katie Bice","F","SBD","Raw",19.5,"20-23","19-23","FR-C",73.93,"75",132.5,140,-145,NA,140,80,85,87.5,NA,87.5,152.5,160,170,NA,170,397.5,"18",390.13,381.33,335.62,79.42,"Yes","USA","OH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Rylee Slisher","F","SBD","Raw",19.5,"20-23","19-23","FR-C",74.53,"75",110,120,-135,NA,120,65,72.5,-80,NA,72.5,117.5,122.5,125,NA,125,317.5,"55",310.27,303.02,266.62,63.19,"Yes","USA","OH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Morelia Sanchez","F","SBD","Raw",20.5,"20-23","19-23","FR-C",73.59,"75",122.5,130,137.5,NA,137.5,-52.5,52.5,-60,NA,52.5,122.5,130,137.5,NA,137.5,327.5,"51",322.22,315.11,277.38,65.59,"Yes","USA","OH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Rivkah Chaouat-Kelley","F","SBD","Raw",20.5,"20-23","19-23","FR-C",54.81,"56",125,132.5,137.5,NA,137.5,91,97,99,NA,99,150,160,165,NA,165,401.5,"2",472.1,480.43,425.16,97.07,"Yes","USA","MN","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Hannah Peterson #1","F","SBD","Raw",24.5,"24-34","24-39","FR-C",64.34,"67.5",142.5,152.5,160,NA,160,102.5,107.5,-110.5,NA,107.5,162.5,172.5,182.5,NA,182.5,450,"3",477.87,475.69,419.93,97.15,"Yes","USA","MN","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Madison Anton","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",65.71,"67.5",137.5,-142.5,142.5,NA,142.5,85,90,92.5,NA,92.5,120,127.5,132.5,NA,132.5,367.5,"19",385.4,382.47,337.54,64.82,"Yes","USA","NJ","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Miles Nguyen","M","SBD","Raw",19.5,"20-23","19-23","MR-C",89.85,"90",220,235,242.5,NA,242.5,170,177.5,185,NA,185,260,275,285,NA,285,712.5,"14",461.09,455.24,436.34,94.8,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Karen Nguyen #3","F","SBD","Raw",20.5,"20-23","19-23","FR-C",58.81,"60",120,130,-140,NA,130,80,85,92.5,NA,92.5,155,162.5,-165,NA,162.5,385,"8",432.26,435.97,385.3,88.26,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Annie Wang","F","SBD","Raw",20.5,"20-23","19-23","FR-C",51.86,"52",95,102.5,110,NA,110,47.5,55,-60,NA,55,100,107.5,115,NA,115,280,"18",341.93,349.79,310.09,70.87,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Haidyn McLamb","M","SBD","Raw",19.5,"20-23","19-23","MR-C",95.87,"100",205,220,230,NA,230,162.5,175,-180,NA,175,265,282.5,295,NA,295,700,"25",439.05,433.65,414.6,90.23,"Yes","USA","IN","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jericho Pasaol","M","SBD","Raw",21.5,"20-23","19-23","MR-C",64.84,"67.5",192.5,197.5,-205,NA,197.5,107.5,112.5,117.5,NA,117.5,220,227.5,-237.5,NA,227.5,542.5,"20",430.74,432.29,420.42,85.37,"Yes","USA","TN","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Max Modrall","M","SBD","Raw",21.5,"20-23","19-23","MR-C",98.35,"100",235,245,-260,NA,245,147.5,155,-160,NA,155,260,275,282.5,NA,282.5,682.5,"34",423.16,418.19,399.55,86.91,"Yes","USA","TN","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Raelene Roque","F","SBD","Raw",19.5,"20-23","19-23","FR-C",66.48,"67.5",115,125,130,NA,130,45,50,52.5,NA,52.5,120,130,135,NA,135,317.5,"61",330.7,327.63,289.09,67.2,"Yes","USA","IL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Eloisa Rego","F","SBD","Raw",21.5,"20-23","19-23","FR-C",74.62,"75",120,125,130,NA,130,70,77.5,80,NA,80,-150,150,160,NA,160,370,"36",361.34,352.86,310.45,73.59,"Yes","USA","IL","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Willa Wu","F","SBD","Raw",22.5,"20-23","19-23","FR-C",59.31,"60",92.5,-97.5,97.5,NA,97.5,-60,60,-65,NA,60,120,-122.5,-125,NA,120,277.5,"68",309.88,312.17,275.86,63.24,"Yes","USA","MO","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Austin Cron","M","SBD","Raw",22.5,"20-23","19-23","MR-C",115.23,"125",220,230,-235,NA,230,180,185,190,NA,190,230,245,-260,NA,245,665,"22",387.25,386.19,369.7,78.7,"Yes","USA","IN","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Tae-Hee Kim #1","F","SBD","Raw",22.5,"20-23","19-23","FR-C",55.98,"56",90,97.5,105,NA,105,80,-82.5,-82.5,NA,80,120,130,135,NA,135,320,"22",371.01,376.62,333.14,76.1,"Yes","USA","OH","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jake Johnson #9","M","SBD","Raw",21.5,"20-23","19-23","MR-C",95.35,"100",-215,220,-230,NA,220,140,-145,-145,NA,140,270,-285,-285,NA,270,630,"48",396.14,391.23,374.11,81.42,"Yes","USA","TX","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"KC Bell","M","SBD","Raw",20,"20-23","19-23","MR-C",81.36,"82.5",232.5,250,262.5,NA,262.5,150,-160,160,NA,160,267.5,282.5,290,NA,290,712.5,"9",486.5,481.35,463.45,99.63,"Yes","USA","HI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Josafat Gutierrez","M","SBD","Raw",19.5,"20-23","19-23","MR-C",107.59,"110",255,265,270,NA,270,150,160,-170,NA,160,240,250,-265,NA,250,680,"22",406.17,402.99,384.95,83.01,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Nicholas Serna","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",88.97,"90",220,230,-232.5,NA,230,-115,115,-120,NA,115,215,-220,NA,NA,215,560,"18",364.22,359.62,344.84,62.18,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Saimon Haddad","M","SBD","Raw",19.5,"20-23","19-23","MR-C",99.64,"100",270,285,295,NA,295,182.5,187.5,-193.5,NA,187.5,270,285,-297.5,NA,285,767.5,"5",473.15,467.77,446.8,97.12,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Marshall Saludo","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",88.59,"90",-210,212.5,-220,NA,212.5,122.5,130,135,NA,135,230,237.5,-250,NA,237.5,585,"17",381.31,376.52,361.11,65.11,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Trey Ancheta","M","SBD","Raw",19.5,"20-23","19-23","MR-C",143.91,"140+",170,195,220,NA,220,100,120,132.5,NA,132.5,170,200,-245,NA,200,552.5,"8",300.47,307.5,291.65,59.58,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Alvin Suralta","M","SBD","Raw",21.5,"20-23","19-23","MR-C",88.74,"90",220,230,-237.5,NA,230,145,152.5,-157.5,NA,152.5,280,287.5,-295,NA,287.5,670,"37",436.34,430.85,413.18,89.69,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Nicholas Solorzano","M","SBD","Raw",21.5,"20-23","19-23","MR-C",73.59,"75",185,195,-202.5,NA,195,120,125,130,NA,130,207.5,220,-227.5,NA,220,545,"58",395.82,393.58,380.6,80.24,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Kaylee Haro","F","SBD","Raw",21.5,"20-23","19-23","FR-C",46.08,"48",80,-85,85,NA,85,30,32.5,35,NA,35,110,115,120,NA,120,240,"11",319.19,327.37,292.3,67.86,"Yes","USA","CA","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
"Jack Lai","M","SBD","Raw",19.5,"20-23","19-23","MR-C",81.96,"82.5",212.5,-225,225,NA,225,110,125,130,NA,130,237.5,250,260,NA,260,615,"62",418.16,413.63,398.11,85.68,"Yes","USA","HI","USAPL",NA,"2023-04-13","USA","TX","Arlington","Collegiate Nationals","Yes"
